date,symbol,event,reason,shares,entry_day,put_retries,pending_calls,strike,lots,per_share,a,b,share_multiplier,fsp,qty,required_cash,free_cash,shortfall,realised_loss,position,cancelled_orders,action,pnl,spot,stop_level,entry_spot
2021-11-01,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-11-02,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-11-03,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-11-04,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-11-09,COALINDIA,covered_call_leftover_shares,"covered 8400, uncovered 37800",46200.0,,,,177.5,2.0,,,,,,,,,,,,,,,,,
2021-11-10,COALINDIA,covered_call_topup,"added 33600, covered 42000, uncovered 4200",46200.0,,,,177.5,8.0,,,,,,,,,,,,,,,,,
2021-11-11,COALINDIA,covered_call_topup,"added 4200, covered 46200, uncovered 0",46200.0,,,,177.5,1.0,,,,,,,,,,,,,,,,,
2021-11-25,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-11-25,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,
2021-11-26,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-11-29,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-11-30,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-01,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-02,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-03,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-06,COALINDIA,corporate_action_value_adjustment,,,,,,,,,1.0,-9.0,1.0,,,,,,,,,,,,,
2021-12-06,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-07,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-08,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-09,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-10,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-13,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-14,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-15,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-16,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-17,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-20,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-21,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-22,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-23,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-24,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-28,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-29,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-30,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-12-30,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,2.0,,,,,,,,,,,,,,,,,,,
2021-12-31,BHARTIARTL,covered_call_leftover_shares,"covered 10450, uncovered 866",11316.0,,,,700.0,11.0,,,,,,,,,,,,,,,,,
2021-12-31,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-04,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-05,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-21,WIPRO,PUT_STOP_LOSS,,,,,,680.0,,,,,,,,,,,,,,,,605.05,610.895,718.7
2022-01-24,HCLTECH,PUT_STOP_LOSS,,,,,,1260.0,,,,,,,,,,,,,,,,1124.9,1127.2275,1326.15
2022-01-24,TECHM,PUT_STOP_LOSS,,,,,,1700.0,,,,,,,,,,,,,,,,1513.15,1517.08,1784.8
2022-01-27,BHARTIARTL,residual_shares_after_call_away,sell_next_day,866.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-27,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2022-01-27,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,
2022-01-28,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,
2022-02-21,COALINDIA,dividend,,46200.0,,,,,,5.0,,,,,,,,,,,,,,,,
2022-02-24,AXISBANK,put_forced_realisation,,,,,,740.0,,,,,,730.3,8400.0,6241492.93488,3280461.4812862645,2961031.453593735,81557.09813840038,,,,,,,
2022-02-24,MARUTI,put_forced_realisation,,,,,,8250.0,,,,,,8210.15,1000.0,8283834.735,3198904.383147864,5084930.351852136,39899.76471300036,,,,,,,
2022-02-24,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,
2022-03-31,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,
2022-04-19,INFY,PUT_STOP_LOSS,,,,,,1820.0,,,,,,,,,,,,,,,,1562.0,1600.5075,1882.95
2022-04-28,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,
2022-05-12,ADANIPORTS,PUT_STOP_LOSS,,,,,,820.0,,,,,,,,,,,,,,,,713.3,728.0675,856.55
2022-05-26,ASIANPAINT,put_forced_realisation,,,,,,3100.0,,,,,,2840.15,2700.0,8404326.8766,6922804.450188511,1481522.426411488,702079.2532450998,,,,,,,
2022-05-26,RELIANCE,put_forced_realisation,,,,,,2660.0,,,,,,2587.1,3250.0,8680454.7011,6220725.196943411,2459729.5041565886,237104.16021650028,,,,,,,
2022-05-26,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-05-26,BAJFINANCE,covered_call_not_available,calls_skipped_distance_cap,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-05-26,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,2.0,,,,,,,,,,,,,,,,,,,
2022-05-27,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-05-27,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,
2022-05-30,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-05-31,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-02,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-03,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-06,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-07,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-08,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-09,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-10,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-13,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-14,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-15,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-16,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-17,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-20,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-21,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-22,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-24,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-27,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-28,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-29,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-30,BAJAJFINSV,dividend,,550.0,,,,,,4.0,,,,,,,,,,,,,,,,
2022-06-30,BAJFINANCE,dividend,,1250.0,,,,,,20.0,,,,,,,,,,,,,,,,
2022-06-30,HDFCLIFE,put_forced_realisation,,,,,,580.0,,,,,,550.0,13200.0,7687398.63408,6748579.67498638,938818.9590936201,396283.60568,,,,,,,
2022-06-30,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-30,BAJFINANCE,covered_call_not_available,calls_skipped_distance_cap,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-30,UPL,covered_call_not_available,calls_skipped_distance_cap,5200.0,,,,,,,,,,,,,,,,,,,,,,
2022-06-30,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,
2022-07-01,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,BAJFINANCE,covered_call_not_available,calls_skipped_distance_cap,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,UPL,covered_call_not_available,calls_skipped_distance_cap,5200.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-04,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-04,BAJFINANCE,covered_call_not_available,calls_skipped_distance_cap,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-04,UPL,covered_call_not_available,calls_skipped_distance_cap,5200.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-05,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-05,BAJFINANCE,covered_call_not_available,calls_skipped_distance_cap,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-05,UPL,covered_call_not_available,calls_skipped_distance_cap,5200.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-06,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-06,BAJFINANCE,covered_call_not_available,calls_skipped_distance_cap,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-06,UPL,covered_call_not_available,calls_skipped_distance_cap,5200.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-07,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-07,BAJFINANCE,covered_call_not_available,calls_skipped_distance_cap,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-07,UPL,covered_call_not_available,calls_skipped_distance_cap,5200.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-08,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-08,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-08,UPL,covered_call_not_available,calls_skipped_distance_cap,5200.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-11,DRREDDY,dividend,,1875.0,,,,,,30.0,,,,,,,,,,,,,,,,
2022-07-11,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-11,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-11,UPL,covered_call_not_available,calls_skipped_distance_cap,5200.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,BAJFINANCE,covered_call_not_available,calls_skipped_distance_cap,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,UPL,covered_call_not_available,calls_skipped_distance_cap,5200.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-13,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-13,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-13,UPL,covered_call_not_available,calls_skipped_distance_cap,5200.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-14,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-14,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-14,UPL,covered_call_not_available,calls_skipped_distance_cap,5200.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-15,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-15,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-15,UPL,covered_call_not_available,calls_skipped_distance_cap,5200.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-18,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-18,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-18,UPL,covered_call_not_available,calls_skipped_no_eligible_strike,5200.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-19,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-19,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-19,UPL,covered_call_not_available,calls_skipped_distance_cap,5200.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-20,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-20,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-20,UPL,covered_call_not_available,calls_skipped_distance_cap,5200.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-21,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-21,BAJFINANCE,covered_call_not_available,calls_skipped_distance_cap,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-21,UPL,covered_call_not_available,calls_skipped_distance_cap,5200.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-22,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-22,BAJFINANCE,covered_call_not_available,calls_skipped_distance_cap,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-25,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-25,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,1250.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-26,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-27,UPL,dividend,,5200.0,,,,,,10.0,,,,,,,,,,,,,,,,
2022-07-27,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,550.0,,,,,,,,,,,,,,,,,,,,,,
2022-07-28,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,
2022-08-25,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,
2022-09-13,BAJAJFINSV,corporate_action_split_bonus,,,,,,,,,0.1,0.0,10.0,,,,,,,,,,,,,
2022-09-28,HINDALCO,PUT_STOP_LOSS,,,,,,420.0,,,,,,,,,,,,,,,,360.75,365.66999999999996,430.2
2022-09-29,COALINDIA,put_forced_realisation,,,,,,220.0,,,,,,213.9,42000.0,9277894.9032,8200501.229304295,1077393.6738957055,256391.81579599978,,,,,,,
2022-09-29,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,
2022-10-27,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,
2022-11-24,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,
2022-12-29,HCLTECH,put_forced_realisation,,,,,,1080.0,,,,,,1044.45,9100.0,9868306.39704,1714854.2327646075,8153452.164275393,323741.0069128996,,,,,,,
2022-12-29,INFY,put_forced_realisation,,,,,,1560.0,,,,,,1517.55,6300.0,9868306.39704,1391113.225851708,8477193.171188291,267634.1924723003,,,,,,,
2022-12-29,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,5.0,,,,,,,,,,,,,,,,,,,
2023-01-25,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-25,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,
2023-01-27,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-30,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-01-31,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-01,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-02,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-03,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-06,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-07,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-08,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-09,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-10,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-13,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-14,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-15,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-16,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-17,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-20,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-21,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-22,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-23,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-23,BAJFINANCE,covered_call_not_available,calls_skipped_distance_cap,1250.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-23,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,
2023-02-24,APOLLOHOSP,dividend,,2125.0,,,,,,6.0,,,,,,,,,,,,,,,,
2023-02-24,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-24,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,
2023-02-27,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-02-28,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-01,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-02,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-03,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-06,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-08,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-09,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-10,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-13,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-14,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-15,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-16,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-17,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-20,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-21,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-22,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-23,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-24,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-27,BAJAJFINSV,covered_call_not_available,calls_skipped_distance_cap,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-28,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-29,BAJAJFINSV,covered_call_not_available,calls_skipped_no_eligible_strike,5500.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-29,BAJFINANCE,covered_call_not_available,calls_skipped_no_eligible_strike,1250.0,,,,,,,,,,,,,,,,,,,,,,
