expiry_date,contract_month,rank,symbol,ltp,pct_vs_15m_ema50,pct_vs_daily_ema20,rank_final,next_expiry_return_pct
2025-03-27,2025-03,26,HCLTECH,1637.25,0.72,2.34,1.53,-2.87
2025-03-27,2025-03,27,BHARTIARTL,1726.0,-0.33,3.08,1.36,6.96
2025-03-27,2025-03,28,EICHERMOT,5347.0,-0.8,3.36,1.26,5.33
2025-03-27,2025-03,29,TATACONSUM,980.4,1.22,1.29,1.25,18.41
2025-03-27,2025-03,30,COALINDIA,386.25,-0.35,2.5,1.06,0.83
2025-03-27,2025-03,31,RELIANCE,1280.0,-0.01,2.12,1.05,1.83
2025-03-27,2025-03,32,HINDALCO,693.15,-0.11,2.2,1.04,-9.35
2025-03-27,2025-03,33,TATASTEEL,151.48,-0.6,2.69,1.03,-8.71
2025-03-27,2025-03,34,SUNPHARMA,1734.35,-0.34,1.34,0.5,4.18
2025-03-27,2025-03,35,NESTLEIND,1122.5,-0.39,0.89,0.25,8.11
2025-03-27,2025-03,36,CIPLA,1484.9,0.12,0.33,0.22,4.65
2025-03-27,2025-03,37,ITC,390.65,0.09,0.33,0.21,4.95
2025-03-27,2025-03,38,TCS,3645.0,-0.17,0.57,0.2,-6.56
2025-03-27,2025-03,39,BAJAJ-AUTO,7763.0,-0.35,0.67,0.16,3.21
2025-03-27,2025-03,40,APOLLOHOSP,6470.0,-0.96,1.0,0.02,10.2
2025-03-27,2025-03,41,DRREDDY,1161.4,0.13,-0.18,-0.03,3.75
2025-03-27,2025-03,42,TITAN,3079.05,0.17,-0.9,-0.37,10.0
2025-03-27,2025-03,43,M&M,2734.0,-0.25,-0.77,-0.51,6.0
2025-03-27,2025-03,44,MARUTI,11700.0,-0.61,-1.1,-0.86,1.72
2025-03-27,2025-03,45,WIPRO,263.7,0.03,-1.76,-0.87,-10.24
2025-03-27,2025-03,46,INFY,1571.0,-0.08,-2.83,-1.46,-8.22
2025-03-27,2025-03,47,HINDUNILVR,2200.0,-2.16,-1.52,-1.84,5.7
2025-03-27,2025-03,48,TMPV,460.95,-2.25,-1.45,-1.85,-0.23
2025-03-27,2025-03,49,TECHM,1361.1,-0.19,-3.5,-1.86,1.73
2025-03-27,2025-03,50,INDUSINDBK,673.5,2.31,-12.25,-5.25,21.72
2025-04-24,2025-04,1,JIOFIN,258.95,0.99,8.81,4.83,11.35
2025-04-24,2025-04,2,TATACONSUM,1160.9,1.22,7.63,4.38,-4.76
2025-04-24,2025-04,3,INDUSINDBK,819.8,0.52,8.24,4.31,0.63
2025-04-24,2025-04,4,M&M,2898.0,0.86,6.59,3.69,3.99
2025-04-24,2025-04,5,BAJAJFINSV,2105.8,0.63,6.33,3.44,-4.31
2025-04-24,2025-04,6,HCLTECH,1590.3,1.14,5.74,3.41,4.73
2025-04-24,2025-04,7,AXISBANK,1208.5,-0.13,6.87,3.31,0.04
2025-04-24,2025-04,8,ULTRACEMCO,11931.0,1.16,5.19,3.16,-7.47
2025-04-24,2025-04,9,HEROMOTOCO,3962.9,1.12,5.2,3.14,9.89
2025-04-24,2025-04,10,TITAN,3387.0,0.79,5.04,2.89,6.29
2025-04-24,2025-04,11,ETERNAL,236.86,-0.3,6.16,2.88,-3.66
2025-04-24,2025-04,12,TMPV,459.9,1.5,4.22,2.85,8.61
2025-04-24,2025-04,13,TECHM,1384.6,1.02,4.69,2.84,10.75
2025-04-24,2025-04,14,SUNPHARMA,1806.9,1.16,4.45,2.79,-5.94
2025-04-24,2025-04,15,CIPLA,1554.0,1.02,4.42,2.71,-5.08
2025-04-24,2025-04,16,DRREDDY,1204.9,1.28,4.16,2.71,3.34
2025-04-24,2025-04,17,POWERGRID,313.9,0.0,4.76,2.35,-6.75
2025-04-24,2025-04,18,BEL,305.45,0.3,4.42,2.34,26.8
2025-04-24,2025-04,19,SHRIRAMFIN,698.9,-0.05,4.7,2.3,-6.48
2025-04-24,2025-04,20,APOLLOHOSP,7130.0,0.14,4.24,2.17,-2.81
2025-04-24,2025-04,21,RELIANCE,1303.4,0.54,3.78,2.15,8.82
2025-04-24,2025-04,22,ONGC,237.95,0.17,3.91,2.02,-2.04
2025-04-24,2025-04,23,NESTLEIND,1213.5,-0.08,3.97,1.92,0.44
2025-04-24,2025-04,24,ASIANPAINT,2466.4,0.51,3.27,1.88,-6.95
2025-04-24,2025-04,25,SBILIFE,1615.0,-0.06,3.84,1.87,13.13
2025-04-24,2025-04,26,GRASIM,2730.5,0.33,3.41,1.86,-5.55
2025-04-24,2025-04,27,BAJFINANCE,929.0,0.01,3.54,1.76,-0.86
2025-04-24,2025-04,28,SBIN,811.2,-0.54,4.11,1.76,-1.61
2025-04-24,2025-04,29,HDFCBANK,957.4,-0.5,3.89,1.67,1.19
2025-04-24,2025-04,30,BAJAJ-AUTO,8012.0,0.11,3.2,1.64,8.33
2025-04-24,2025-04,31,ADANIPORTS,1237.0,-0.1,3.4,1.63,16.05
2025-04-24,2025-04,32,BHARTIARTL,1846.1,-0.35,3.61,1.61,1.02
2025-04-24,2025-04,33,ADANIENT,2366.5,-0.03,3.13,1.54,4.18
2025-04-24,2025-04,34,JSWSTEEL,1044.0,0.56,2.49,1.52,-3.27
2025-04-24,2025-04,35,ICICIBANK,1401.0,-0.63,3.59,1.46,4.32
2025-04-24,2025-04,36,KOTAKBANK,443.6,-0.65,3.58,1.44,-5.52
2025-04-24,2025-04,37,TRENT,3546.7,0.06,2.77,1.41,6.22
2025-04-24,2025-04,38,NTPC,363.45,0.24,2.2,1.22,-6.48
2025-04-24,2025-04,39,ITC,410.0,-0.24,2.55,1.15,-2.48
2025-04-24,2025-04,40,EICHERMOT,5632.0,-1.22,3.12,0.93,-4.39
2025-04-24,2025-04,41,MARUTI,11901.0,0.28,1.55,0.91,4.42
2025-04-24,2025-04,42,COALINDIA,389.45,0.09,1.7,0.89,-0.37
2025-04-24,2025-04,43,HDFCLIFE,706.1,-0.72,2.18,0.72,10.89
2025-04-24,2025-04,44,LT,3298.2,0.27,0.74,0.5,11.03
2025-04-24,2025-04,45,TCS,3406.0,0.52,0.23,0.37,2.58
2025-04-24,2025-04,46,TATASTEEL,138.29,0.66,-0.02,0.32,15.29
2025-04-24,2025-04,47,HINDALCO,628.35,0.2,-0.01,0.09,3.6
2025-04-24,2025-04,48,INFY,1441.8,0.43,-1.2,-0.39,7.71
2025-04-24,2025-04,49,HINDUNILVR,2325.5,-1.75,0.28,-0.74,1.66
2025-04-24,2025-04,50,WIPRO,236.7,0.31,-2.96,-1.34,3.17
2025-05-29,2025-05,1,BEL,387.3,-0.05,8.46,4.12,5.67
2025-05-29,2025-05,2,ADANIPORTS,1435.5,1.09,5.33,3.19,-0.7
2025-05-29,2025-05,3,JIOFIN,288.35,0.0,5.86,2.89,8.39
2025-05-29,2025-05,4,TATASTEEL,159.43,0.5,4.8,2.63,0.61
2025-05-29,2025-05,5,BAJAJ-AUTO,8679.0,0.36,4.63,2.47,-2.92
2025-05-29,2025-05,6,SBILIFE,1827.0,0.83,3.97,2.39,1.81
2025-05-29,2025-05,7,TRENT,3767.3,0.74,4.04,2.38,8.05
2025-05-29,2025-05,8,INDUSINDBK,825.0,1.16,3.43,2.29,1.18
2025-05-29,2025-05,9,HEROMOTOCO,4355.0,0.13,4.29,2.19,-1.7
2025-05-29,2025-05,10,HDFCLIFE,783.0,0.06,4.09,2.06,2.18
2025-05-29,2025-05,11,LT,3661.9,0.59,3.43,2.0,-0.04
2025-05-29,2025-05,12,TECHM,1533.5,0.68,2.88,1.77,5.61
2025-05-29,2025-05,13,ADANIENT,2465.4,0.44,2.78,1.6,1.46
2025-05-29,2025-05,14,TMPV,499.5,0.46,2.75,1.6,-5.86
2025-05-29,2025-05,15,TITAN,3600.0,0.53,2.22,1.37,2.63
2025-05-29,2025-05,16,HCLTECH,1665.5,0.35,2.28,1.31,3.39
2025-05-29,2025-05,17,AXISBANK,1209.0,0.96,1.57,1.26,1.86
2025-05-29,2025-05,18,ICICIBANK,1461.5,0.74,1.79,1.26,-1.47
2025-05-29,2025-05,19,DRREDDY,1245.1,-0.03,2.55,1.25,6.34
2025-05-29,2025-05,20,INFY,1552.9,0.39,1.92,1.15,1.75
2025-05-29,2025-05,21,NESTLEIND,1218.9,0.43,1.85,1.14,-0.25
2025-05-29,2025-05,22,BHARTIARTL,1865.0,0.38,1.48,0.93,8.08
2025-05-29,2025-05,23,HDFCBANK,968.8,0.89,0.84,0.86,4.13
2025-05-29,2025-05,24,SBIN,798.1,0.44,0.8,0.62,-0.08
2025-05-29,2025-05,25,WIPRO,244.2,0.46,0.63,0.54,6.86
2025-05-29,2025-05,26,RELIANCE,1418.4,0.18,0.85,0.51,5.46
2025-05-29,2025-05,27,BAJFINANCE,921.0,0.01,1.0,0.5,3.2
2025-05-29,2025-05,28,ONGC,233.1,0.63,0.26,0.44,0.24
2025-05-29,2025-05,29,KOTAKBANK,419.1,1.16,-0.36,0.4,5.08
2025-05-29,2025-05,30,MARUTI,12427.0,0.58,0.03,0.3,2.47
2025-05-29,2025-05,31,JSWSTEEL,1009.9,0.18,0.29,0.23,2.11
2025-05-29,2025-05,32,HINDALCO,651.0,-0.05,0.46,0.2,5.88
2025-05-29,2025-05,33,M&M,3013.6,0.16,-0.02,0.07,6.29
2025-05-29,2025-05,34,HINDUNILVR,2364.2,-0.16,0.26,0.05,-3.52
2025-05-29,2025-05,35,SHRIRAMFIN,653.6,-0.08,0.18,0.05,7.09
2025-05-29,2025-05,36,COALINDIA,388.0,-0.11,0.12,0.0,-1.11
2025-05-29,2025-05,37,SUNPHARMA,1699.5,0.89,-1.1,-0.11,-1.95
2025-05-29,2025-05,38,EICHERMOT,5385.0,0.57,-0.8,-0.12,3.96
2025-05-29,2025-05,39,TCS,3493.8,-0.19,-0.06,-0.13,-1.45
2025-05-29,2025-05,40,BAJAJFINSV,2015.1,-0.08,-0.29,-0.19,1.73
2025-05-29,2025-05,41,ETERNAL,228.2,0.6,-1.03,-0.22,16.13
2025-05-29,2025-05,42,CIPLA,1475.1,0.09,-0.82,-0.37,2.57
2025-05-29,2025-05,43,APOLLOHOSP,6930.0,-0.31,-0.5,-0.41,2.51
2025-05-29,2025-05,44,NTPC,339.9,0.03,-1.19,-0.58,-0.82
2025-05-29,2025-05,45,ASIANPAINT,2295.0,-0.26,-1.56,-0.91,-0.41
2025-05-29,2025-05,46,POWERGRID,292.7,-0.1,-1.86,-0.98,0.27
2025-05-29,2025-05,47,ITC,399.85,-0.45,-2.35,-1.4,0.16
2025-05-29,2025-05,48,TATACONSUM,1105.6,-0.81,-2.14,-1.48,4.02
2025-05-29,2025-05,49,ULTRACEMCO,11040.0,-0.46,-2.88,-1.68,6.01
2025-05-29,2025-05,50,GRASIM,2579.0,-0.2,-3.51,-1.87,11.67
2025-06-26,2025-06,1,JIOFIN,312.55,1.69,6.53,4.08,5.2
2025-06-26,2025-06,2,BHARTIARTL,2015.6,1.73,6.26,3.97,-5.04
2025-06-26,2025-06,3,GRASIM,2880.0,1.45,6.3,3.85,-4.58
2025-06-26,2025-06,4,ETERNAL,265.0,1.51,5.74,3.6,16.45
2025-06-26,2025-06,5,SHRIRAMFIN,699.95,2.37,4.67,3.51,-9.74
2025-06-26,2025-06,6,HINDALCO,689.3,1.65,5.29,3.45,-0.81
2025-06-26,2025-06,7,TATASTEEL,160.4,1.97,3.99,2.98,-1.93
2025-06-26,2025-06,8,TITAN,3694.6,1.33,4.61,2.96,-9.6
2025-06-26,2025-06,9,TATACONSUM,1150.0,1.79,3.72,2.75,-6.74
2025-06-26,2025-06,10,TRENT,4070.7,0.28,5.12,2.67,-17.72
2025-06-26,2025-06,11,HDFCLIFE,800.1,1.12,3.9,2.5,-5.39
2025-06-26,2025-06,12,ULTRACEMCO,11703.0,1.06,3.95,2.49,2.58
2025-06-26,2025-06,13,RELIANCE,1495.9,1.17,3.62,2.39,-7.01
2025-06-26,2025-06,14,HDFCBANK,1008.8,1.2,3.33,2.26,0.02
2025-06-26,2025-06,15,ADANIENT,2501.3,1.41,2.96,2.18,-5.82
2025-06-26,2025-06,16,BAJFINANCE,950.5,1.31,2.98,2.14,-7.42
2025-06-26,2025-06,17,M&M,3203.2,0.23,3.5,1.85,-0.18
2025-06-26,2025-06,18,SBILIFE,1860.0,0.48,3.19,1.83,-1.08
2025-06-26,2025-06,19,JSWSTEEL,1031.25,0.85,2.74,1.79,2.21
2025-06-26,2025-06,20,BAJAJFINSV,2050.0,1.19,2.21,1.7,-4.78
2025-06-26,2025-06,21,ADANIPORTS,1425.5,1.19,1.99,1.59,-3.61
2025-06-26,2025-06,22,EICHERMOT,5598.5,0.39,2.58,1.48,-2.41
2025-06-26,2025-06,23,BEL,409.25,-0.19,3.14,1.46,-6.41
2025-06-26,2025-06,24,NESTLEIND,1215.9,0.9,1.94,1.42,-7.62
2025-06-26,2025-06,25,KOTAKBANK,440.4,0.17,2.65,1.4,-10.08
2025-06-26,2025-06,26,WIPRO,260.95,-0.34,2.98,1.31,-7.36
2025-06-26,2025-06,27,TECHM,1619.5,-0.01,2.53,1.25,-11.89
2025-06-26,2025-06,28,APOLLOHOSP,7104.0,0.75,1.56,1.15,5.67
2025-06-26,2025-06,29,AXISBANK,1231.5,0.61,1.7,1.15,-13.24
2025-06-26,2025-06,30,HCLTECH,1722.0,0.28,1.9,1.09,-14.91
2025-06-26,2025-06,31,LT,3660.3,0.6,1.18,0.89,-0.87
2025-06-26,2025-06,32,NTPC,337.1,1.03,0.75,0.89,-1.01
2025-06-26,2025-06,33,POWERGRID,293.5,0.95,0.63,0.79,-0.77
2025-06-26,2025-06,34,ICICIBANK,1440.0,0.6,0.81,0.7,3.09
2025-06-26,2025-06,35,BAJAJ-AUTO,8426.0,0.38,0.98,0.68,-5.02
2025-06-26,2025-06,36,INFY,1580.0,0.2,1.15,0.67,-6.53
2025-06-26,2025-06,37,INDUSINDBK,834.7,0.22,1.08,0.65,-4.38
2025-06-26,2025-06,38,MARUTI,12734.0,-0.04,1.23,0.59,-1.67
2025-06-26,2025-06,39,CIPLA,1513.0,0.25,0.9,0.57,2.58
2025-06-26,2025-06,40,DRREDDY,1324.0,-0.18,1.1,0.46,-4.3
2025-06-26,2025-06,41,ASIANPAINT,2285.5,0.06,0.67,0.36,4.67
2025-06-26,2025-06,42,ITC,400.5,0.55,0.16,0.35,-1.99
2025-06-26,2025-06,43,COALINDIA,383.7,0.45,0.13,0.29,-4.59
2025-06-26,2025-06,44,TCS,3443.0,0.39,-0.0,0.19,-11.9
2025-06-26,2025-06,45,SBIN,797.5,0.11,-0.01,0.05,-0.19
2025-06-26,2025-06,46,ONGC,233.65,0.5,-0.54,-0.02,-1.71
2025-06-26,2025-06,47,HEROMOTOCO,4281.0,0.01,-0.32,-0.16,-0.68
2025-06-26,2025-06,48,SUNPHARMA,1666.4,0.03,-0.53,-0.25,2.02
2025-06-26,2025-06,49,TMPV,470.25,0.63,-1.16,-0.27,-2.41
2025-06-26,2025-06,50,HINDUNILVR,2280.9,0.05,-1.64,-0.8,10.7
2025-07-31,2025-07,1,ETERNAL,308.6,0.6,7.76,4.12,2.19
2025-07-31,2025-07,2,HINDUNILVR,2525.0,1.47,3.36,2.41,5.1
2025-07-31,2025-07,3,JIOFIN,328.8,0.86,3.59,2.22,-5.34
2025-07-31,2025-07,4,APOLLOHOSP,7507.0,0.86,1.93,1.39,2.92
2025-07-31,2025-07,5,JSWSTEEL,1054.0,0.85,1.89,1.37,-1.55
2025-07-31,2025-07,6,LT,3628.5,0.1,2.63,1.36,-1.75
2025-07-31,2025-07,7,CIPLA,1552.0,-0.11,2.51,1.19,1.8
2025-07-31,2025-07,8,ICICIBANK,1484.5,0.08,1.69,0.88,-5.85
2025-07-31,2025-07,9,SBILIFE,1840.0,0.04,0.85,0.44,-1.47
2025-07-31,2025-07,10,HDFCBANK,1009.0,-0.18,0.83,0.32,-4.68
2025-07-31,2025-07,11,ASIANPAINT,2392.2,-0.23,0.43,0.1,4.09
2025-07-31,2025-07,12,MARUTI,12521.0,-0.06,0.05,-0.01,18.19
2025-07-31,2025-07,13,GRASIM,2748.0,-0.15,0.01,-0.07,1.08
2025-07-31,2025-07,14,M&M,3197.5,-0.27,0.01,-0.13,3.24
2025-07-31,2025-07,15,ITC,392.55,0.31,-0.68,-0.19,-2.65
2025-07-31,2025-07,16,HINDALCO,683.7,-0.49,0.05,-0.22,2.33
2025-07-31,2025-07,17,ULTRACEMCO,12005.0,-0.17,-0.26,-0.22,2.49
2025-07-31,2025-07,18,TATACONSUM,1072.5,-0.03,-0.7,-0.37,-0.23
2025-07-31,2025-07,19,HDFCLIFE,757.0,-0.02,-0.78,-0.4,2.38
2025-07-31,2025-07,20,EICHERMOT,5463.5,-0.13,-0.92,-0.53,12.38
2025-07-31,2025-07,21,SUNPHARMA,1700.0,-1.38,0.27,-0.56,-6.59
2025-07-31,2025-07,22,BHARTIARTL,1914.0,-0.24,-0.9,-0.57,-1.36
2025-07-31,2025-07,23,ONGC,229.65,-0.34,-0.96,-0.65,-2.77
2025-07-31,2025-07,24,POWERGRID,291.25,-0.43,-1.14,-0.79,-5.85
2025-07-31,2025-07,25,DRREDDY,1267.1,-1.03,-0.68,-0.86,-0.26
2025-07-31,2025-07,26,HEROMOTOCO,4251.9,-0.36,-1.35,-0.86,20.1
2025-07-31,2025-07,27,SBIN,796.0,-0.44,-1.55,-1.0,0.85
2025-07-31,2025-07,28,NTPC,333.7,-1.13,-1.23,-1.18,-0.84
2025-07-31,2025-07,29,COALINDIA,366.1,-0.66,-2.23,-1.45,-0.27
2025-07-31,2025-07,30,BAJAJFINSV,1952.0,-0.41,-2.59,-1.51,-1.9
2025-07-31,2025-07,31,SHRIRAMFIN,631.8,-0.31,-2.79,-1.56,-9.58
2025-07-31,2025-07,32,TMPV,458.9,-0.71,-2.49,-1.6,1.45
2025-07-31,2025-07,33,BAJAJ-AUTO,8003.0,-0.62,-2.65,-1.64,8.63
2025-07-31,2025-07,34,TITAN,3340.0,-0.55,-2.96,-1.76,8.74
2025-07-31,2025-07,35,INFY,1476.9,-0.28,-3.28,-1.79,-0.59
2025-07-31,2025-07,36,ADANIPORTS,1374.0,-1.07,-2.79,-1.93,-4.11
2025-07-31,2025-07,37,RELIANCE,1391.0,-0.58,-3.37,-1.98,-0.01
2025-07-31,2025-07,38,TATASTEEL,157.3,-2.02,-1.99,-2.01,-1.99
2025-07-31,2025-07,39,NESTLEIND,1123.2,0.09,-4.37,-2.17,3.34
2025-07-31,2025-07,40,TECHM,1426.9,0.16,-4.47,-2.18,2.07
2025-07-31,2025-07,41,WIPRO,241.75,-0.56,-3.84,-2.21,0.81
2025-07-31,2025-07,42,BAJFINANCE,880.0,-0.36,-4.16,-2.28,-0.22
2025-07-31,2025-07,43,BEL,383.0,-0.71,-4.05,-2.39,-5.14
2025-07-31,2025-07,44,AXISBANK,1068.4,-0.42,-4.48,-2.47,-1.2
2025-07-31,2025-07,45,INDUSINDBK,798.15,-0.41,-4.51,-2.48,-6.11
2025-07-31,2025-07,46,KOTAKBANK,396.0,0.38,-5.69,-2.7,-1.62
2025-07-31,2025-07,47,TCS,3033.2,-0.46,-5.06,-2.79,2.1
2025-07-31,2025-07,48,TRENT,3349.3,-0.27,-5.31,-2.82,4.47
2025-07-31,2025-07,49,HCLTECH,1465.2,-0.59,-5.57,-3.11,-1.02
2025-07-31,2025-07,50,ADANIENT,2355.8,-2.89,-5.03,-3.97,-6.08
2025-08-28,2025-08,1,MARUTI,14798.0,0.78,8.65,4.64,8.36
2025-08-28,2025-08,2,HEROMOTOCO,5106.6,-0.19,6.01,2.86,6.98
2025-08-28,2025-08,3,EICHERMOT,6140.0,0.16,5.24,2.67,14.17
2025-08-28,2025-08,4,TITAN,3632.0,0.12,2.81,1.46,-7.13
2025-08-28,2025-08,5,HINDUNILVR,2653.8,-0.49,3.24,1.36,-5.18
2025-08-28,2025-08,6,BAJAJ-AUTO,8694.0,-0.35,2.45,1.04,0.13
2025-08-28,2025-08,7,CIPLA,1580.0,-0.17,1.89,0.85,-4.75
2025-08-28,2025-08,8,DRREDDY,1263.8,0.19,0.68,0.43,-2.9
2025-08-28,2025-08,9,NESTLEIND,1160.7,-0.33,0.94,0.3,-0.49
2025-08-28,2025-08,10,APOLLOHOSP,7726.0,-0.75,1.25,0.25,-3.77
2025-08-28,2025-08,11,ETERNAL,315.35,-1.04,1.54,0.24,3.31
2025-08-28,2025-08,12,TMPV,465.55,-0.21,0.15,-0.03,0.84
2025-08-28,2025-08,13,ULTRACEMCO,12304.0,-0.4,0.3,-0.05,-2.51
2025-08-28,2025-08,14,INFY,1468.2,-0.76,0.65,-0.06,-3.83
2025-08-28,2025-08,15,HINDALCO,699.65,-0.74,0.52,-0.11,9.2
2025-08-28,2025-08,16,WIPRO,243.7,-0.57,0.26,-0.16,-4.39
2025-08-28,2025-08,17,ASIANPAINT,2490.0,-0.56,-0.07,-0.32,-5.5
2025-08-28,2025-08,18,TCS,3097.0,-0.76,0.1,-0.33,-6.53
2025-08-28,2025-08,19,HDFCLIFE,775.0,-0.69,-0.05,-0.37,-2.54
2025-08-28,2025-08,20,M&M,3301.0,-0.9,0.14,-0.38,4.06
2025-08-28,2025-08,21,RELIANCE,1390.9,0.19,-0.94,-0.38,-1.9
2025-08-28,2025-08,22,TATACONSUM,1070.0,-0.37,-0.44,-0.41,5.84
2025-08-28,2025-08,23,LT,3565.0,-0.09,-0.99,-0.54,2.81
2025-08-28,2025-08,24,GRASIM,2777.8,-0.77,-0.41,-0.59,-0.32
2025-08-28,2025-08,25,COALINDIA,365.1,0.02,-1.4,-0.69,3.89
2025-08-28,2025-08,26,TECHM,1456.5,-0.69,-0.68,-0.69,-6.52
2025-08-28,2025-08,27,ONGC,223.3,-0.22,-1.31,-0.77,2.28
2025-08-28,2025-08,28,BHARTIARTL,1888.0,-0.65,-1.04,-0.85,-0.26
2025-08-28,2025-08,29,ITC,382.15,-0.13,-1.8,-0.97,0.22
2025-08-28,2025-08,30,AXISBANK,1055.6,0.06,-2.0,-0.98,7.14
2025-08-28,2025-08,31,BAJFINANCE,878.1,-0.67,-1.34,-1.01,13.77
2025-08-28,2025-08,32,NTPC,330.9,-0.64,-1.58,-1.11,2.96
2025-08-28,2025-08,33,SBIN,802.75,-0.89,-1.43,-1.16,8.84
2025-08-28,2025-08,34,JSWSTEEL,1037.7,-0.95,-1.55,-1.25,9.89
2025-08-28,2025-08,35,SBILIFE,1812.9,-1.06,-1.55,-1.31,-1.21
2025-08-28,2025-08,36,BAJAJFINSV,1915.0,-0.97,-1.95,-1.46,4.6
2025-08-28,2025-08,37,ADANIPORTS,1317.5,-0.6,-2.51,-1.56,6.72
2025-08-28,2025-08,38,TRENT,3499.0,-1.05,-2.15,-1.6,-10.7
2025-08-28,2025-08,39,ADANIENT,2212.5,-0.47,-2.95,-1.72,9.94
2025-08-28,2025-08,40,SUNPHARMA,1587.9,-0.48,-2.94,-1.72,0.64
2025-08-28,2025-08,41,HDFCBANK,961.8,-0.71,-2.74,-1.73,-1.05
2025-08-28,2025-08,42,KOTAKBANK,389.6,-0.62,-2.82,-1.73,2.46
2025-08-28,2025-08,43,ICICIBANK,1397.6,-0.94,-2.56,-1.75,-3.48
2025-08-28,2025-08,44,TATASTEEL,154.17,-0.86,-2.77,-1.82,9.65
2025-08-28,2025-08,45,HCLTECH,1450.2,-1.36,-2.89,-2.13,-4.43
2025-08-28,2025-08,46,JIOFIN,311.25,-1.18,-3.48,-2.34,-5.54
2025-08-28,2025-08,47,INDUSINDBK,749.4,-0.71,-4.45,-2.6,-1.8
2025-08-28,2025-08,48,BEL,363.3,-0.95,-4.49,-2.74,11.12
2025-08-28,2025-08,49,POWERGRID,274.2,-1.5,-4.14,-2.83,2.26
2025-08-28,2025-08,50,SHRIRAMFIN,571.25,-2.72,-7.59,-5.19,8.16
2025-09-30,2025-09,1,SBIN,873.7,0.44,3.23,1.83,6.46
2025-09-30,2025-09,2,HINDALCO,764.0,0.65,2.88,1.76,11.22
2025-09-30,2025-09,3,EICHERMOT,7010.0,0.05,3.19,1.61,-0.35
2025-09-30,2025-09,4,MARUTI,16035.0,-0.15,2.99,1.41,1.71
2025-09-30,2025-09,5,TATACONSUM,1132.5,0.75,1.64,1.19,2.94
2025-09-30,2025-09,6,JSWSTEEL,1140.3,-0.06,2.41,1.17,3.74
2025-09-30,2025-09,7,BAJFINANCE,999.0,0.25,1.86,1.05,7.61
2025-09-30,2025-09,8,BEL,403.7,0.07,1.88,0.97,2.51
2025-09-30,2025-09,9,ADANIPORTS,1406.1,0.54,0.72,0.63,0.91
2025-09-30,2025-09,10,NTPC,340.7,0.03,0.93,0.48,-0.51
2025-09-30,2025-09,11,ONGC,228.4,-0.04,1.0,0.48,4.6
2025-09-30,2025-09,12,ADANIENT,2432.4,-0.62,1.53,0.45,-0.4
2025-09-30,2025-09,13,SHRIRAMFIN,617.85,0.49,0.27,0.38,17.18
2025-09-30,2025-09,14,AXISBANK,1131.0,-0.32,0.87,0.27,10.26
2025-09-30,2025-09,15,LT,3665.3,-0.4,0.52,0.06,8.74
2025-09-30,2025-09,16,TATASTEEL,169.05,-0.17,0.21,0.02,7.45
2025-09-30,2025-09,17,TMPV,469.45,1.16,-1.31,-0.08,-12.18
2025-09-30,2025-09,18,KOTAKBANK,399.2,0.07,-0.34,-0.14,8.42
2025-09-30,2025-09,19,COALINDIA,379.3,-0.03,-0.26,-0.15,0.49
2025-09-30,2025-09,20,ULTRACEMCO,11995.0,0.76,-1.23,-0.24,-2.45
2025-09-30,2025-09,21,ETERNAL,325.8,-0.2,-0.6,-0.4,2.79
2025-09-30,2025-09,22,GRASIM,2769.0,0.35,-1.17,-0.41,5.85
2025-09-30,2025-09,23,HDFCBANK,951.7,0.06,-0.99,-0.47,5.59
2025-09-30,2025-09,24,SUNPHARMA,1598.0,-0.02,-0.94,-0.48,5.93
2025-09-30,2025-09,25,SBILIFE,1790.9,-0.04,-1.38,-0.71,7.99
2025-09-30,2025-09,26,ITC,383.0,-0.33,-1.3,-0.82,4.05
2025-09-30,2025-09,27,BAJAJFINSV,2003.0,-0.44,-1.26,-0.85,6.74
2025-09-30,2025-09,28,HINDUNILVR,2516.3,0.14,-1.85,-0.86,-0.65
2025-09-30,2025-09,29,CIPLA,1505.0,0.35,-2.13,-0.9,4.32
2025-09-30,2025-09,30,INDIGO,5591.0,-0.17,-1.77,-0.97,4.1
2025-09-30,2025-09,31,M&M,3435.0,-0.01,-1.97,-0.99,4.11
2025-09-30,2025-09,32,RELIANCE,1364.5,-0.45,-1.56,-1.01,9.2
2025-09-30,2025-09,33,NESTLEIND,1155.0,-0.04,-2.14,-1.1,10.04
2025-09-30,2025-09,34,BAJAJ-AUTO,8705.5,-0.19,-2.05,-1.12,4.04
2025-09-30,2025-09,35,POWERGRID,280.4,-0.52,-1.72,-1.12,3.14
2025-09-30,2025-09,36,HDFCLIFE,755.3,-0.39,-1.94,-1.17,-0.97
2025-09-30,2025-09,37,BHARTIARTL,1883.0,-0.9,-1.79,-1.35,10.89
2025-09-30,2025-09,38,MAXHEALTH,1120.0,-0.24,-3.05,-1.66,6.06
2025-09-30,2025-09,39,TITAN,3372.9,-0.3,-3.07,-1.69,10.79
2025-09-30,2025-09,40,ICICIBANK,1348.9,-0.32,-3.12,-1.73,1.28
2025-09-30,2025-09,41,INFY,1412.0,-0.49,-3.08,-1.79,4.14
2025-09-30,2025-09,42,APOLLOHOSP,7435.0,-0.48,-3.14,-1.82,5.74
2025-09-30,2025-09,43,WIPRO,233.0,-0.4,-3.23,-1.83,1.55
2025-09-30,2025-09,44,ASIANPAINT,2353.0,-0.06,-4.15,-2.13,7.05
